date,time,location,operator,flight,route,aircraft,registration,cnln,aboard,fatalities,ground,summary
19930228,,"OffGreenIsland,Taiwan",FormosaAirlines,,Taipei-ilesOrchides,Dornier228-201,B-12238,111,6,6,0,"The aircraft disappeared shortly before it was due to land and is believed to have crashed into the sea. Prior to the loss of contact, the flight had appeared to be proceeding normally. The accident occurred during daylight and in heavy rain."
19930305,1112,"Skopje,Macedonia",PalairMacedonian,301,Skopje-Zürich,Fokker100,Ph-kxl,11393,97,83,0,"The aircraft shuttered violently after takeoff,  rolled to the left, then right and crashed. Icing. Loss of roll controllability due to contamination on the wings with ice. Failure to de-ice the plane before taking off."
19930323,1335,"NearTangaraDeSerra,Brazil",OesteLinhasAereas,,Cuiaba-Vihena-Rondonia,EmbraerEmb-110Bandeirante,Pp-sbj,110-037,6,6,0,The aircraft crashed approximately 30 minutes after takeoff in rain.
19930331,1225,"Anchorage,Alaska",JapanAirLines,46e,,BoeingB-747-466,N47ev,26348,5,0,0,"The No.2 engine and pylon separated from the aircraft at 2,000 feet. The plane landed safely. The engine separation was due to an encounter with severe or possibly extreme turbulence and a fatigue crack."
19930401,2128,"Blountville,Tennesee",Private,,"Bristol,Tn-Blountville,Tn",FairchildSa227-tt,N500ak,Tt-527,4,4,0,"The Hooters Restaurant private plane crashed 0.5 miles outside the Outer Marker while attempting to land at the Tri-Cities airport near Bristol, Tennessee. NASCAR Winston Cup Champion Alan Kulwicki, 38, killed. Failure of the pilot to follow procedures concerning use of the engine inlet anti-icing system while operating  in icing conditions, which resulted in ice ingestion and loss of engine power. Failure of the pilot to maintain airspeed while coping with the engine problem."
19930402,,"OffMargaritaIsland,Venezuela",LineaAeropostalVenezolana,,Test,McdonnellDouglasDc-9-15,Yv-03c,4700/83,11,11,0,Crashed into the sea after departing Caracas on a test flight.
19930406,110,"950NmSOfShemya,Alaska",ChinaEasternAirlines,583,Shanghai-LosAngeles,McdonnellDouglasMd-11,B-2171,48495/461,264,2,0,"The slats were inadvertently deployed while at FL 330. The aircraft progressed through several pitch oscillations and lost 5,000 feet in altitude. Inadequate design of the flap/slat actuation handle that allowed the handle to be easily and inadvertently dislodged from the UP/RET position, thereby causing extension of the leading edge slats during cruise flight."
19930419,1552,"Zwingle,Iowa",Private,-,"Cincinnati,Oh-Pierre,Sd",MitsubishiMu-2b-60,N86sd,765sa,8,8,0,"While cruising at FL240, a fracture of the propeller hub resulted in the separation of a propeller blade and damage to the engine, nacelle, wing and fuselage causing significant degradation to aircraft performance. The aircraft was incapable of maintaining altitude and crashed into a silo while attempting to make an emergency landing. South Dakota Governor George Mickelson, 52, killed."
19930423,,"Zavnah,Mongolia",Miat-MongolianAirlines,,UlanBator-BayanOlgiy,AntonovAn-26b,Bhmay-14102,14102,40,32,0,Flew into the side of Marz Mountain while descending.
19930426,1300,"Aurangabad,India",IndianAirlines,491,Aurangabad-Bombay,BoeingB-737-2a8,Vt-ecq,20961/375,118,55,0,"During take off, the aircraft failed to climb and struck a vehicle on a public road just beyond the end of the runway. The aircraft was substantially damaged and the pilot elected to carry out a forced landing. During the attempted landing, the aircraft struck powerlines, crashed and burned. Pilots error in initiating late rotation and following wrong rotation technique, and failure of the NAA to regulate the mobile traffic on the Beed road during the flight hours."
19930427,2300,"OffLibreville,Gambia",Military-ZambianAirForce,,Lusaka-Libreville-Dakar,DeHavillandCanadaDhc-5dBuffalo,Af-319,69,30,30,0,Crashed into the sea after taking off from Libreville Airport. An engine fire led to loss of control of the aircraft.  All eighteen members of the Zambian national soccer team killed.
19930427,,"NearKholm,Afghanistan",Military-AfghanRepublicanAirForce,,Kabul-Mazar-Sharif,AntonovAn-32,,,76,76,0,"Crashed into a hill in poor visibility, low clouds and fog."
19930511,,"Suva,Fiji",FijiAir,,,Britten-normanBn-2a-6Islander,Dq-feo,009,2,2,0,"While landing, undershot the runway and struck a vehicle. Improperly loaded."
19930515,,"NearCancun,Mexico",CargaDelCaribe,,Cancun-Cozumel,DouglasDc-6bf,Xa-sea,43825/315,5,3,0,The cargo plane crashed under unknown circumstances.
19930519,1504,"NearMedellin,Colombia",SamColombia,501,PanamaCity-Medellin,BoeingB-727-46,Hk-2422x,18876/217,132,132,0,"The plane hit Mt. Paramo Frontino at 12,300 ft. while on approach to Maria Cordova Airport. Errors by the crew and the ATC. The aircraft descended into mountainous terrain before actually reaching the Abejorral NDB beacon. The VOR/DME had been sabotaged by terrorists and not in service."
19930606,,"ElYopal,Colombia",Aerotaca,,Bogota-ElYopal,DeHavillandCanadaDhc-6TwinOtter300,Hk-2759x,771,2,2,0,The cargo plane impacted a hill while on visual approach to El Yopal.
19930609,,"Gulgubip,PapuaNewGuinea",SouthwestAir,,,Britten-normanBn-2a-20Trislander,P2-swa,805,11,9,0,On final approach at low speed the left wing dropped and touched the ground during a stall or deliberate low left turn. The plane cartwheeled and broke up.
19930616,,"Nabire,Indonesia",MerpatiNasantaraAirlines,,,DeHavillandCanadaDhc-6TwinOtter300,Pk-nul,391,3,1,0,"The cargo aboard shifted after takeoff, the plane nosed up, stalled and crashed."
19930617,2215,"NearTbilisi,Georgia",TajikistanAirlines,,Batumi-Baku-Chimkent,AntonovAn-26,Ra-26035,Su035,41,41,0,The crew reported they were diverting due to thunderstorms. Soon after the aircraft crashed after encountering severe turbulence.
19930701,,"Sorong,IrianJaya,Indonesia",MerpatiNusantaraAirlines,Mz721,Ambo-Sorong,FokkerF-28Fellowship3000,Pk-gfu,11131,43,41,0,The plane overran the runway while attempting to land in rain and reduced visibility and crashed onto a beach.
19930706,,"NearOchamchire,Georgia",Military-GeorgianAirForce,,,MilMi-8,,,23,23,0,Shot down by Abkhazi forces.
19930712,1455,"Talladega,Alabama",Private,,Birmingham-Talladega,"Helicopter,Hughes369hs",N9116f,720396s,2,1,0,"The helicopter crashed while attempting to land in a confined area of the infield of the Talladega Super Speedway. The pilot of the helicopter, NASCAR race car driver Davey Allison, 30, killed. The pilot's poor in-flight decision to land downwind in a confined area that was surrounded by high obstructions, and his failure to properly compensate for the tailwind condition."
19930723,1540,"Yinchuan,China",ChinaNorthwestAirlines,2119,Yinchuan-Beijing,BritishAerospace146-300,B-2716,E-3215,113,55,0,The aircraft crashed into a lake after it was unable to get airborne while attempting to takeoff. Mechanical failure. Flaps selected but did not extend.
19930726,1548,"Haenam,SouthKorea",AsianaAirlines,733,Seoul-Mokpo,BoeingB-737-5l9,Hl-7229,24805/1878,110,68,0,The aircraft hit Mt. Ungeo at 800 ft. while on approach after two missed landing attempts in high winds and heavy rain. Captain's decision to land in weather that had fallen below minima.
19930730,,"Serawak,Malaysia",HornbillAirways,,BaKelalan-Marudi,ShortsSc-7Skyvan3-100,9m-axm,Sh-1967,17,1,0,The aircraft ran low of fuel while en route and crashed during the subsequent attempted forced landing on open ground in the jungle. The aircraft strayed off course after encountering poor weather conditions.
19930731,1300,"Devghat,Nepal",EverestAir,,Kathmandu-Bharatpur,DornierDo-228-101,9n-acl,7029,19,19,0,"The aircraft flew into a hillside during a visual approach to Bharatpur. The accident happened in daylight and good weather, however,  the mountains were shrouded in clouds."
19930818,1656,"LeewardPointAirfield,GuantanamoBay,Cuba",AmericanInternationalAirways,808,"Norfolk,Va-Guantanamo,Cuba",McdonnellDouglasDc-8-61,N814ck,46127,3,0,0,"The cargo plane crashed 1/4 of a mile short of the runway, while on approach. the captain had decided, for no particular reason, to  land from the west, requiring a sharp turn just before the runway to stay within the US-controlled military base. He then became fixated on sighting the strobe light marking the border, not having
   been informed that it was not working. Primary cause was impaired judgment, decision-making, and flying abilities of the captain and flight crew due to the effects of fatigue."
19930826,,"NearAldan,Russia",SakhaAirlines,301,Uchur-Aldan,Let410uvp-e,Ra-67656,902509,24,24,0,A sudden pitch-up during approach led the crew to go-around.  The pitch-up continued until the plane stalled and crashed.  Improperly loaded baggage shifted the center of gravity beyond the acceptable limit.
19930828,1045,"Khorag,Tajikistan",TajikistanAirlines,,Khorag-Dushanbe,YakovlevYak-40,Cccp-87995,9541944,86,82,0,"While taking off, the aircraft, overloaded by 3 times the number of people the plane was designed for, never got airborne, overran the runway and crashed into the Pyanj river. The crew was coerced into taking off by armed men who commandeered the plane."
19930914,1643,"Warsaw,Poland",Lufthansa,Lh2904,Frankfurt-Warszawa,AirbusA320-211,D-aipn,105,70,2,0,"The aircraft skidded off  the end of the runway while landing. The crew was made aware of windshear at approach end of runway but not of poor water drainage on the runway nor a change in wind direction. A very light touch of the runway surface with the landing gear and lack of compression of the left landing gear leg to the extent understood by the aircraft computer as the actual landing, resulted in delayed deployment of spoilers and thrust reversers. The delay was about 9 seconds. Thus, the braking commenced with delay and in a condition of heavy rain and strong tailwind the aircraft did not stop on the runway. The aircraft was named ""Kulbach."""
19930921,1625,"Sukhumi,Georgia",TransairGeorgiaAirlines,,Sochi-Sukhumi,TupolevTu-134a,Cccp-65893,5340120,27,27,0,Crashed into the sea. Shot down with a missile by Abkhazi separatist rebels.
19930922,1830,"Sukhumi,Georgia",TransairGeorgiaAirlines,,Tbilisi-Sukhumi,TupolevTu-154b,Cccp-85163,76a163,132,108,0,The aircraft was hit by a missile then crash landed on the runway. Terrorist act  by Abkhazian rebels.
19931004,,"NearSvanetia,Georgia",Military-GeorgianAirForce,,,MilMi-8,,,60,60,0,
19931025,,"FranzJosefGlacier,NewZealand",HibiscusAir,,Glentanner-Queenstown,GafNomadN-22,Zk-nom,4,9,9,0,"The plane was on a senic flight of the Mt. Cook area and impacted Franz Josef Glacier at 4,500 ft. The aircraft became trapped in a narrow valley and as the pilot attempted to turn around within the valley the aircraft stalled while it was in a steep bank."
19931026,1304,"Fuzhou,China",ChinaEasternAirlines,5398,Shenzen-Fuzhou,McdonnellDouglasMd-82,B-2103,49355,80,2,0,"While landing during a rainstorm, the aircraft went off the end of the runway, into a swamp, collapsing the landing gear and breaking the fuselage into three sections."
19931027,1930,"NearNamsos,Norway",Wideroe'sFlyveselksap,,Trondheim-Namsos,DeHavillandCanadaDhc-6TwinOtter300,Ln-bnm,408,20,7,0,"The aircraft descended below minima during a localizer approach, without a glideslope, struck the top of trees and crashed into a swamp in heavy rain showers and strong winds."
19931110,1805,"SandyLake,Canada",AirManitoba,205,Winnipeg-SandyLake,HawkerSiddeleyHs-748-234Srs.2a,C-gqth,1617,7,7,0,"The aircraft took off and made a low right turn, struck trees and crashed. The crew most likely lost situational awareness and as a result did not detect the increasing deviation from their intended flight path. Contributing factor was the loss of AC power to some of the flight instruments the reason for which could not be determined."
19931113,1455,"Urumqi,China",ChinaNorthernAirlines,6901,Beijing-Urumqi,McdonnellDouglasMd-82,B-2141,49849/1772,102,12,0,"The plane crashed short of the runway while landing in dense fog, hitting power lines and a wall. The autopilot disconnected during approach and re-engaged with the vertical speed mode at 800ft/min."
19931115,1907,"NearKerman,Iran",MagistralnyeAvialinii,,Dubai-Kerman,AntonovAn-124,Ra-82071,07-04,17,17,0,Crashed while in a holding pattern and after running out of fuel. The crew did not follow a standard holding pattern.
19931120,2330,"NearOhrid,Macedonia",Aviaimpex,110,Genèva-Skopje,YakovlevYak-42d,Ra-42390,4016557,116,116,0,The airliner crashed and exploded after an aborted landing at Ohrid Airport. The aircraft was diverted to Ohrid because of bad weather. Violation of airport traffic pattern. The flight had earlier carried out a missed approach but the crew had reportedly failed to follow the normal procedure and as a result lost situational awareness. The VOR beacon not working. Misunderstanding because air traffic controller spoke Macedonian while the crew used Russian and English in their transmissions.
19931201,1950,"Hibbing,Minnesota",ExpressAirlines-NorthwestAirlink,5719,Minneapolis/st.Paul-Hibbing,BritishAerospaceJetstreamBa-3100,N334px,706,18,18,0,"While on approach, the aircraft collided with trees and terrain 3 miles from the runway threshold in fog and freezing drizzle. Delay by the captain to start the descent which led to a breakdown in crew coordination and the loss of altitude awareness by the flightcrew during an unstabilized approach in night instrument meteorological conditions."
19931203,,"Tuktoyaktuk,Nwt,Canada",ArcticWings&Rotors,,Tuktoyaktuk-Inuvik,BrittenNormanBn-2aTrislander7,C-gmop,0398,7,7,0,"Four minutes after taking off the pilot reported he was having engine problems and was returning. The aircraft subsequently crashed onto a frozen lake, 7.7nm from the airfield in darkness."
19931209,,"OffDakar,Senegal",AirSenegal/GambiaAirways,,,Dhc-6TwinOtter300/NamcYs-11,6v-ade/C5-gaa,393/2030,3,3,0,"Midair collision. The Twin Otter, which was descending inbound to Dakar, collided with a Gambia Airways aircraft which had just taken off. The Twin Otter crashed into the sea. Failure to maintain assigned altitude. Three killed aboard the Twin Otter. The YS-11 was able to land safely."
19931213,920,"Phonesavanh,Laos",LaoAviation,,Vientiane-Phonesavahn,YunshujiY-12-ii,Rdpl-34117,0042,18,18,0,Crashed on approach to Phongsavanh Airport after striking trees in heavy fog.
19931215,1400,"NearNaga,Philippines",Military-PhilippineAirForce,,Manila-Naga,LockheedC-130h,4761,4761,29,29,0,"Flew into the side of Mt. Manase at 2,000 ft., 21nm from the airport  during a VOR approach to Naga. The pilot descended too low in heavy rain and zero visibility."
19931226,2057,"Gyumri,Armenia",KubanAirlines,5719,Krasnadar-Gyumri,AntonovAn-26,Ra-26141,12903,36,36,0,The aircraft stalled and crashed in fog when the tail struck the runway as the pilot attempted a go-around as it landed at Gyumri.
19940103,1208,"NearMamony,Siberia,Russia",BaikalAir,130,Irkutsk-Moscow,TupolevTu-154m,Ra-85656,89a801,124,124,1,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the ""starter warning light"" thinking it was false.  The crew underestimated the severity of the situation due to shortcomings in the operational documentation.  Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire."
19940107,2321,"Columbus,Ohio",AtlanticCoastAirlines,6291,"WashingtonD.c.-Columbus,Oh",BritishAerospaceJetstream4101,N304ue,41016,8,5,0,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  ""glass cockpit"" automated aircraft."
19940224,1116,"Nalchik,Russia",NorthWesternAirTransport,Sp9045,Volgograd-Nalchik,AntonovAn-12v,Ra-11118,013480002,13,13,0,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer."
19940225,1946,"EastMidlands,England",BritishWorldAirways,4272,Edinburgh-Coventry,Vickers813Viscount,G-ohot,349,2,1,0,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services."
19940225,,"NearCarpish,Peru",ExpressoAéreo,,Jananjui-Tocache-TingoMaria-Lima,YakovlevYak-40,Ob-1559,9640950,31,31,0,"The plane struck Cerro Carpich at 4,000 ft., 6 minutes after leaving the airport at Tingo Maria."
19940302,1759,"NewYork,NewYork",ContinentalAirlines,795,NewYorkCity-Denver,McdonnellDouglasMd-82,N18835,49439,116,0,0,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service."
19940308,1454,"NewDelhi,India",Sahara,,Training,Boeing737-2r4c,Vt-sia,21763/571,4,4,0,Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilot  during engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot.
19940314,,"OffMalindi,Kenya",Military-U.s.AirForce,,Mombasa-Mogadishu,LockheedC-130hHercules,69-6576,4351,8,8,0,Crashed into sea after a shell exploded in one of the gun barrells.
19940317,2230,NearNag,Military-IranianAirForce,-,Tehran-Moscow,LockheedHerculesC-130,5-8521,4432,32,32,0,Shot down with a missile by Armenian forces while en route.
19940318,1143,"KeyWest,Florida",Chalk'sInternationalAirlines,,KeyWestHarbor-KeyWest,GrummanG-73tTurboMallard,N150fb,J-51,2,2,0,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak."
19940318,156,"Spokane,Washington",Salair,,Spokane-Portland,DouglasDc-3c,N3433y,43089,2,2,0,"The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered."
19940321,1754,"Weipa,Australia",AurukunAirServices,,Weipa-Aurukun,Britten-normanBn-2a-21Trislander,Vh-juu,0632,6,6,0,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway."
19940323,57,"NearMezhdurechensk,Russia",AeroflotRussianInternationalAirways,593,Moscow-HongKong,AirbusA310-304,F-ogqs,596,75,75,0,"The aircraft crashed after a captain allowed his child to manipulate the controls of the plane. The pilot's 11 year old daughter and 16 year old son were taking turns in the pilot's seat. While the boy was flying, he inadvertently disengaged the autopilot linkage to the ailerons and put the airliner in a bank of 90 degrees which caused the nose to drop sharply. The co-pilot pulled back on the yoke to obtain level flight but the plane stalled. With his seat pulled all the way back, the co-pilot in the right hand seat could not properly control the aircraft. After several stalls and rapid pull-ups the plane went into a spiral descent. In the end the co-pilot initiated a 4.8g pull-up and nearly regained a stable flight path but the aircraft struck the ground in an almost level attitude killing all aboard. The aircraft was named Glinka, after Mikhail Glinka, the father of Russian music."
19940403,1636,"Lamoille,Nevada",AirTaxi-ElAeroServicesInc.,,,Bell206b3,N27736,2773,5,5,0,The helicopter crashed shortly after takeoff. The ingestion of foreign material
19940404,1446,"Amsterdam,Netherlands",KlmCityhopper,433,Amsterdam-Cardiff,Saab340b,Ph-ksh,195,24,3,0,"Shortly after taking off, due to a false warning light, the captain idled one engine"
19940406,,"Ambato,Ecuador",Tame,,Taura-Latacunga,DeHavillandCanadaDhc-6TwinOtter300,Fae450,436,17,17,0,"Struck Mt. Lozan, at 13,400 ft. which was obscured by clouds 47 minutes after taking off. Controlled flight into terrain."
19940406,2020,"Kigali,Rwanda",RwandaGovernment,,"Tanzania-Kigali,Rwanda",DassaultFalcon50,9xr-nn,006,12,12,0,"Shot down by a missile. President of Burundi, Cyprien Ntaryamira and president of Rwanda, Juvenal Habyarimana were killed."
19940414,925,NorthernIraq,Military-U.s.Army/MilitaryU.s.Army,,,SikorskyUh-60/SikorskyUh-60,8726000/8826060,,26,26,0,Shot down by friendly fire during the Gulf War. Thirteen killed on each helicopter.
19940425,,"NangaPinoh,Indonesia",DirgantaraAirServices,,Pontianak-NangaPinoh,BrittenNormanBn-2a-21Trislander,Pk-zaa,0730,11,11,0,Crashed into Mt. Saran 30 minutes before it was scheduled to land in poor weather condtions.
19940426,2016,"NearKomaki,Aichi,Japan",ChinaAirlines,140,Taipei-Nagoya,AirbusA300b4-622r,B-1816,580,271,264,0,"While on ILS approach to Nagoya Airport, at an altitude of 1,000 feet, the first officer inadvertently triggered the TOGA"
19940507,,"SaoGabriel,Brazil",RicoTaxiAero,,SaoPaulo-SaoGabriel,Embraer110Bandeirante,Pt-gjw,110-072,16,8,0,The aircraft was destroyed when it undershot the runway during a visual approach to Sao Gabriel and stuck trees.
19940523,1055,"LomaLinda,Colombia",Arall,,SanJose-Villavicencio,PilatusBritten-normanBn-2b-27Islander,Hk-2890,2111,11,4,0,Crashed while making an emergency landing following engine trouble.
19940528,738,"NearVillavicencio,Colombia",TransorienteColombia,,Villavicencio-LaPrimavera-PuertoCarreno,DouglasDc-3,Hk-2213,11752,29,7,0,Crashed shortly after taking off after double engine failure.
19940602,1800,"NearCampbeltown,Scotland",Military-RoyalAirForce,,AldergroveAb-FortGeorge,BoeingVertolChinookHc-2,Zd576,Ma036,29,29,0,The helicopter crashed into The Mountain of the Stone Slab at an elevation of 800 ft. Pilot error in proceeding towards high ground in heavy fog below a safe altitude.
19940606,820,"NearXi'an,China",ChinaNorthwestAirlines,2303,Xian-Guangzhou,TupolevTu-154m,B-2610,86a-740,160,160,0,The plane broke-up in flight 10 minutes after taking off. Auto-pilot induced oscillations caused the aircraft to shake violently. The autopilot yaw-channel was accidentally connected to the bank control and the bank-channel to the yaw controls.
19940613,1850,"NearUruapan,Mexico",AerolineasCuahonte,,Lazaro-Cardenas-Michoacan,SwearingenSa.226tcMetroIi,Xa-slu,Tc-401,9,9,0,The aircraft flew into high ground during a go-around. The accident happened in darkness and in poor weather with rain and heavy clouds. The accident was attributed to the pilot's failure to follow the established go-around procedure correctly.
19940618,1220,"Mt.Kalora,Indonesia",MerpatiNusantaraAirlines,,Balikpapan-Palu,FokkerF-27Friendship500f,Pk-mfi,10597,12,12,0,"The aircraft struck Mt. Kalora at 2,300 feet while on a visual approach to Palu. The accident happened in generally good weather but with reduced visibility in clouds and haze at the mountain."
19940618,625,"Chantilly,Virginia",Taesa,,MexicoCity-WashingtonD.c.,Learjet25d,Xa-bba,25d223,12,12,0,The aircraft crashed in poor weather conditions 0.8 nm south of the threshold of runway 1R at Dulles International Airport while attempting a ILS landing. Poor airmanship and relative inexperience of the captain in initiating and continuing an unstabilized instrument approach that led to a descent below the authorized altitude without visual contact with the runway environment. Contributing to the cause of the accident was the lack of a GPWS on the airplane.
19940626,1935,"Abidjan,IvoryCoast",AirIvorie,777,SanPedro-Abidjan,FokkerF-27Friendship400m,Tu-tip,10577,17,17,0,Crashed on approach 3 miles short of the runway into a wooded area with flaps and landing gear still retracted.
19940629,,"NearLogar,Afghanistan",Military-Dostum-galboddinMilitia,,,AntonovAn-32,,,70,50,0,Shot down by Afghan troops.
19940630,1741,"Toulouse-blagnac,France",AirbusIndustrie,129,Toulouse-Toulouse,AirbusA330-321,F-wwkh,042,7,7,0,"The plane crashed after demonstrating a simulated engine failure on takeoff. Caused by a number of factors relating to the test and actions of the crew none of which singley would have caused the crash. Unexpected mode transition to altitude acquire mode during a simulated  engine failure resulted in excessive pitch, loss of airspeed, and loss of control. Pitch attitude protection not provided in altitude acquire mode."
19940701,830,"NearTidjika,Mauritania",AirMauritanie,625,Nouakchott-Tidjikja,FokkerF-28Fellowship4000,5t-clf,11092,93,80,0,"The plane crash landed on the runway in adverse weather, after a second landing attempt, breaking the landing gear and sliding off the side of the runway."
19940702,1843,"Charlotte,NorthCarolina",Usair,1016,"Columbia,Sc-Charlotte,Nc",McdonnellDouglasDc-9-30,N954vj,47590,57,37,0,The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air traffic control.
19940714,1536,"Hanalei,Hawaii",AirTaxi-PapillionHelicoptersLtd.,,"Lihue,Hi-Lihue,Hi",AerospatialeAs350d,N151bh,,7,3,0,"The helicopter crashed into the water. All survived but were not equipped with life vests and 3 passengers drowned. Failure of the engine-driven fuel pump, which resulted in the loss of power, and the lack of aircraft flotation equipment. Factors related to the accident were: flight over water adjacent to terrain that afforded no suitable forced landing site, and the lack of a passenger briefing by the operator on the location and operation of life preservers"
19940717,2145,"NearFortDeFrance,Martinique",AirMartinique,,Bridgetown-FortDeFrance,Britten-normanBn-2b-26Islander,8p-tad,2152,6,6,0,Crashed into high ground while on approach to land.
19940717,,"Boma,DemocraticRepublicCongo",SankuruAirService,,Training,Yakovlev40d,Ra-87256,9311326,9,5,0,Ran off the end of the runway and crashed. The crew used the normal and emergency brake systems at the same time which resulted in the aircraft having no brakes at all.
19940719,1630,"Colon,Panama",AlasChiricanas,,Colon-PanamaCity,Embraer110p1Bandeirante,Hp-1202ac,110-375,21,21,0,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.
19940726,,"EastKalimantan,Indonesia",AirfastServices,,KiloLima-Kelawit,SikorskyS-58et,Pk-obt,58-1098,18,18,0,The helicopter crashed 5 minutes after taking off from Kilo Lima.
19940805,850,"NearBoda,Russia",Military-RussianAirForce,,Dzhida-Boda,AntonovAn-12,,,47,47,0,Crashed and burned while attempting to land with an engine fire in poor visibility and heavy rain.
19940807,1355,"Kodiak,Alaska",AirTaxi-UyakAirServicesInc.,,Sightseeing,DeHavillandDhc-2,N126ua,,7,6,0,Continued VFR flight into IMC.
19940810,1122,"Cheju,SouthKorea",KoreanAirlines,2033,Seoul-Cheju,AirbusA300b4-622r,Hl-7296,583,160,0,0,The aircraft overran the runway and caught fire while landing during adverse weather conditions.  The approach was flown with slats/flaps at 15/20 degrees due to suspected windshear. Crew error. There was a struggle and argument between the captain and co-pilot during the last seconds of the landing as to whether they should go-around.
19940811,1700,"Alsworth,Alaska",AirTaxi-TalonAirServicesInc.,,"CaribouLake,Ak-Nikiski,Ak",DeHavillandDhc-2,N17394,495,3,3,0,The pilot flew into a blind box canyon and crashed while attempting to turn around. Improper in-flight planning /decision by the pilot and his failure to remain clear of mountainous terrain. The box canyon and proximity of mountains were related factors.
19940812,2105,"Whiting,NewJersey",AirTaxi-NationalHelicopters,,"NewYork,Ny-AtlanticCity,Nj",Bell206l-4,N124nh,52089,3,3,0,The non-instrument rated commercial pilot was en route at 2000 feet msl on a night VFR flight when he reported an inadvertent encounter with instrument meteorological conditions. The helicopter
19940821,,"NearAgadir,Morocco",RoyalAirMaroc,630,Agadir-Casablanca,AerospatialeAtr-42-300,Cn-cdt,127,44,44,0,"The aircraft entered a steep dive from 16,000 ft. and crashed 10 minutes after taking off from Agadir. The pilot was blamed for disconnecting the autopilot and deliberately causing the crash and committing suicide. This was challenged by the Moroccan Pilot's Union."
19940908,1903,"NearAliquippa,Pennsylvania",Usair,427,Chicago-Pittsburgh,BoeingB-737-3b7,N513au,23699/1452,132,132,0,"While on approach, the aircraft went into a sudden nose dive from 6,000 ft. and crashed into a wooded ravine 6 miles northwest of Pittsburgh International Airport. The accident was caused by a loss of control of the aircraft resulting from the movement of the rudder surface to its blowdown limit or an uncommanded rudder reversal. The rudder surface deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder PCU servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the  primary slide. The most likely sequence of events that led up to the accident included the jamming of the PCU servo valve, the application of light left rudder followed by hard right rudder which caused the rudder to reverse in the opposite direction the pilot commanded it to go.  The application of hard right rudder was possibly initiated because the plane flew into the wake vortex of a B-727 which rolled the plane to the left.  Rudder hardover is normally corrected with the stick"
19940913,1205,"NearAbuja,Nigeria",Aerocontroctors-Charter,,Lagos-Abuja,DeHavillandCanadaDhc-6TwinOtter300,5n-atq,538,5,3,0,"The aircraft few into the side of a hill during heavy rain, high winds and severe turbulence."
19940917,1148,"FishEggInlet,Canada",PacificCoastalAirlines,,FishEggInlet-PruthBay,DeHavillandCanadaDhc-6TwinOtter100,C-fdmr,36,4,3,0,Just as the plane took off there was a pitch-up and stall resulting in the plane crashing into the water. The down elevator control cable failed at station 367 due to corrosion. The failure resulted from salt water induced corrosion. The aircraft had recently undergone a periodic inspection but the damage had apparently not been discovered.
